"event_id","venue_id","segment_id","genre_id","subgenre_id","type_id","subtype_id","promoter_id","box_office_phone_number","box_office_open_hours","box_office_accepted_payment","box_office_will_call_detail","min_price","max_price","average_price","price_currency","event_date","sales_duration_days","event_sales_start_date","event_sales_end_date","current_date"
"1A4Zk7kGkd44dis","KovZpa4fJe","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","5694","(410) 244-0057","In Advance, Wednesday - Saturday 12:00 PM - 6:00 PM Day of Event, Door Time + Normal Hours","Cash, Visa, Mastercard, Discover, American Express","Will Call Pick Up is located at the venue Box Office","28.0","28.0","28.0","USD","2024-10-16 23:30:00.000","65","2024-08-12 15:00:00.000","2024-10-17 01:30:00.000","2024-10-16"
"17A8vOG61XDFAEA","KovZpZAa1enA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,"The Box Office is only open on Show days, hours vary and generally a few hours prior to the ticketed show time.","Visa, MasterCard, Discover","Pickup during box office hours only. You must bring the credit card used to place the order and a valid photo ID. The Box Office is only open on Show days, hours vary and generally a few hours prior to the ticketed show time.","29.5","69.5","49.5","USD","2024-10-17 00:00:00.000","147","2024-05-22 14:00:00.000","2024-10-17 02:00:00.000","2024-10-16"
"G5dIZbu3p0KSc","KovZpZAEAEeA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"32.5","32.5","32.5","USD","2024-10-17 00:00:00.000","110","2024-06-28 15:00:00.000","2024-10-17 02:00:00.000","2024-10-16"
"G5eVZb2UOpUx_","KovZ917AOU7","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","336-373-7400","In advance - Thu-Sat 12:00pm-5:00pm Day of Event - 11am-close","Cash, Visa, Mastercard, Discover, American Express","Will Call will be at the venue box office and available 2 hours prior to the event time.","35.0","37.5","36.25","USD","2024-10-17 00:00:00.000","75","2024-08-02 14:00:00.000","2024-10-17 01:00:00.000","2024-10-16"
"G5eVZbG2ay0nk","KovZpZAIIvEA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(980) 266-6460","The box office at The Underground is open on-day-of-show only, approximately two hours before doors open. If you'd like to purchase tickets, please visit us at www.livenation.com.","Cash, Visa, Mastercard, Discover, American Express","Located at the Box Office. Tickets can be picked up after they have been verified by Ticketmaster. PLEASE BRING A PICTURE ID, THE ACTUAL CREDIT CARD USED TO PURCHASE THE TICKETS, AND YOUR ORDER NUMBER.","30.0","30.0","30.0","USD","2024-10-17 00:00:00.000","131","2024-06-07 14:00:00.000","2024-10-17 00:00:00.000","2024-10-16"
"vvG1FZb2Jbhgg2","KovZ917AEtU","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"36.0","80.0","58.0","USD","2024-10-17 00:00:00.000","75","2024-08-02 14:00:00.000","2024-10-17 02:00:00.000","2024-10-16"
"vvG17ZbGn7Wsbj","KovZ917AJnQ","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494",,,,,"22.0","22.0","22.0","USD","2024-10-17 00:30:00.000","117","2024-06-21 14:00:00.000","2024-10-17 03:00:00.000","2024-10-16"
"vvG1jZb1x0OsS9","KovZpZAaltvA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","172",,"Show days only - open 1 hour before show. Advances Sales - at The Sylvee Box Office (25 S Livingston St) Wednesday, Friday and Saturday: 10AM to 3PM","American Express, Visa, Mastercard, Discover","Available on the day of the show. Customer must have actual credit card, picture ID and order number.","20.0","55.0","37.5","USD","2024-10-17 00:30:00.000","152","2024-05-17 15:00:00.000","2024-10-17 01:30:00.000","2024-10-16"
"vv170Zb8Gkz5PPJJ","KovZ917A967","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"25.0","25.0","25.0","USD","2024-10-17 02:00:00.000","61","2024-08-16 17:00:00.000","2024-10-17 04:00:00.000","2024-10-16"
"vvG1IZbGLeSAhY","KovZpZAEAltA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(619) 299-2583","Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office At House of Blues San Diego will be open on-day-of-show only. If you’d like to purchase tickets, please visit us at www.livenation.com. If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at House of Blues San Diego.","Box Office accepts CASH, VISA, MASTERCARD, AMERICAN EXPRESS, DISCOVER","Will Call tickets can be picked up at the Box Office. Customer must present actual credit card, confirmation number, and photo ID. BOX OFFICE LOCATION: Main Entrance on 6th Avenue. There is a Public breezeway between 5th and 6th.","49.5","109.0","79.25","USD","2024-10-17 02:00:00.000","124","2024-06-14 17:00:00.000","2024-10-17 04:00:00.000","2024-10-16"
"G5eVZb2lGUBCK","KovZpZAEkeIA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","To contact House of Blues, please call 843-272-3000","Service Hours: Varies by season: Call (843) 272-3000 / Choose option 1, then option 2 to speak to the Box Office. The Box Office is located past the wrought iron gate inside the courtyard. (Blue neon signage on roof).","Cash, Visa, MC, AMX, DSC, House Of Blues Gift Certificates","Available at the Ticket Office, beginning at 11am on the day of the show and up until a half hour before the show is over. Will call ticket can only be picked up by the cardholder. Customer must present the actual Credit Card used for the purchase, their Photo ID and confirmation number in order to receive tickets.","35.0","49.5","42.25","USD","2024-10-17 23:00:00.000","76","2024-08-02 14:00:00.000","2024-10-18 01:00:00.000","2024-10-16"
"k7vGFb3U1xvN4","KovZpZA77ldA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,,,,"59.5","59.5","59.5","USD","2024-10-17 23:00:00.000","29","2024-09-18 14:00:00.000","2024-10-18 01:00:00.000","2024-10-16"
"vv1AvZk7kGkeTcPBP","KovZ917AxdQ","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(617) 896-5222","Box Office will only be open on show days, starting 1 hour before door time. There is a Box Office Fee added to any ticket purchased at the Box Office.","Visa, Mastercard, Discover, American Express, Cash","Located at the Box Office on the Ground Level. The Box Office will be open 1 hour before door time.","29.5","29.5","29.5","USD","2024-10-17 23:00:00.000","52","2024-08-26 14:00:00.000","2024-10-18 01:00:00.000","2024-10-16"
"vv1kv8v-v9GAu_-kr","KovZpZAEAA1A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","(216) 523-2583","Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office at House of Blues Cleveland will be open on-day-of-show only. If you would like to purchase tickets, please visit us at www.livenation.com. If you are looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at House of Blues Cleveland.","Box office accepts CASH, VISA, MASTERCARD, AMERICAN EXPRESS, DISCOVER, DINER'S CLUB","Will Call tickets can be picked up at the Box Office, starting 1 hour prior to Door Time. Customer must present actual credit card, confirmation number, and photo ID.","55.0","55.0","55.0","USD","2024-10-17 23:00:00.000","69","2024-08-09 14:00:00.000","2024-10-18 00:00:00.000","2024-10-16"
"vvG1fZbC7d_ksm","KovZpZA6A1EA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"Ticket Office: 614-292-2624 or 1-800-GOBUCKS","The Schottenstein Center Ticket Office is located near the NE rotunda. Regular business hours: Mon-Fri: 9am-4pm, Sat-Sunday: Closed. Game/Event Days: Box office will have extended hours to accommodate customers. Hours vary depending on event.","American Express, Discover, Mastercard, Visa and Cash","General public will call tickets can be picked up beginning 60 minutes prior to the game/event time at the Schottenstein Center Ticket Office. Customers must have a valid photo ID for pick up. Student athletes guests' tickets can be picked up 60 minutes prior to the game/event time in the northwest auxiliary hallway. Attendees must have a valid photo ID for pick up.","53.5","213.5","133.5","USD","2024-10-17 23:00:00.000","76","2024-08-02 14:00:00.000","2024-10-18 01:00:00.000","2024-10-16"
"17A8vOG6GC3psjy","KovZpZA6tFlA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,"The Box Office is open 2 hours prior to general admission doors for every event. Wednesday-Friday the Box Office opens at 2pm if there is an event that night.","The Fillmore Silver Spring is a cashless venue. Visa, Mastercard, American Express, Discover, and Apple Pay are all accepted. There is a cash to card ATM located inside the venue.","Will Call tickets can be picked up from the Box Office.","30.0","50.0","40.0","USD","2024-10-18 00:00:00.000","132","2024-06-07 14:00:00.000","2024-10-18 02:00:00.000","2024-10-16"
"1A4Zk7eGkdF2kRs","KovZ917A5LV","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","844.346.4664","Box Office Hours The box office opens three hours prior to the showtime of an event, and is closed on days when there is no event. Please note: The box office does not sell tickets over the phone. Tickets purchased in person are subject to applicable service fees. The property does not sell VIP or presale tickets, and public sales begin the day after the Ticketmaster general public on sale date. For information about Suites, please contact us at suites@mgmnationalharbor.com.","Cash, Visa, MasterCard, American Express and Discover. All credit card purchases require a photo ID.","Will call orders can be picked up by the account holder at the box office on the day of the event. Please bring a matching picture id, the credit card used to make the purchase, and the order number.","76.5","136.5","106.5","USD","2024-10-18 00:00:00.000","69","2024-08-09 14:00:00.000","2024-10-18 00:00:00.000","2024-10-16"
"1AvfZb3Gkwh7fHP","KovZpZAadt7A","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494","General Info 202.503.2330","Door time - 2:30am","Cash, Visa, MasterCard, American Express","Must have photo id","60.0","125.0","92.5","USD","2024-10-18 00:00:00.000","34","2024-09-13 14:00:00.000","2024-10-18 00:00:00.000","2024-10-16"
"G5dIZbuwq3xWb","KovZ917A58V","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675",,,,,"20.0","20.0","20.0","USD","2024-10-18 00:00:00.000","97","2024-07-12 15:00:00.000","2024-10-18 02:00:00.000","2024-10-16"
"G5viZbupmLfiu","KovZpZAFkEaA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(251)224-1020","Box Office Hours: Monday-Friday: 10 a.m. - 5 p.m. Saturday hours vary according to show schedule. On concert days, the box office is open 10 a.m. - 10 p.m. The Box Office will also open 10 a.m. - 5 p.m. on all ""On-Sale"" days.","Cash, Visa, Mastercard, American Express","Amphitheater East Gate Box Office Day of Show- 12 Noon to 10:00 p.m.","80.5","420.5","250.5","USD","2024-10-18 01:00:00.000","108","2024-07-01 15:00:00.000","2024-10-18 03:00:00.000","2024-10-16"
"vv170Zb8GkDJ4V2v","KovZ917AGEf","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","714-778-BLUE (2583)","Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office At House of Blues Anaheim will be open Thursday- Friday 10AM - 6PM non show days and on-day-of-show only 10AM until 3 hours after doors. If you’d like to purchase tickets, please visit us at www.livenation.com. If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at House of Blues Anaheim.","We accept Cash, VISA, Mastercard, American Express, and Discover. We do not accept personal checks.","Will call orders can be picked up directly at the Box Office. The original purchaser must bring their credit card and a valid form of identification in order to pick up any tickets. Will call tickets are only available for pick-up on the day of the scheduled event.","26.0","26.0","26.0","USD","2024-10-18 02:00:00.000","55","2024-08-23 17:00:00.000","2024-10-18 04:00:00.000","2024-10-16"
"vv170ZbFGkzQuNL1","KovZpZAJvttA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653",,"Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office at The Belasco will be open on-day-of-show only. If you’d like to purchase tickets, please visit us at www.livenation.com. If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at The Belasco.","Cash, VISA, Mastercard, American Express, and Discover. We do not accept personal checks.","Will call orders can be picked up directly at the Box Office. The original purchaser must bring their credit card and a valid form of identification in order to pick up any tickets. Will call tickets are only available for pick-up the day of the scheduled event, 2 hours before doors.","45.0","45.0","45.0","USD","2024-10-18 02:00:00.000","181","2024-04-19 16:00:00.000","2024-10-18 04:00:00.000","2024-10-16"
"vvG1IZbC14hx4B","KovZpZAEAltA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(619) 299-2583","Due to the ongoing global pandemic, and to protect the health and safety of our guests and venue staff members, the box office At House of Blues San Diego will be open on-day-of-show only. If you’d like to purchase tickets, please visit us at www.livenation.com. If you’re looking to obtain a refund for a show that was either canceled, postponed or rescheduled, please visit us at www.livenation.com/refund for more information. We look forward to seeing you at our next show at House of Blues San Diego.","Box Office accepts CASH, VISA, MASTERCARD, AMERICAN EXPRESS, DISCOVER","Will Call tickets can be picked up at the Box Office. Customer must present actual credit card, confirmation number, and photo ID. BOX OFFICE LOCATION: Main Entrance on 6th Avenue. There is a Public breezeway between 5th and 6th.","25.0","70.0","47.5","USD","2024-10-18 02:00:00.000","97","2024-07-12 17:00:00.000","2024-10-18 04:00:00.000","2024-10-16"
"k7vGFbKKcmzUt","KovZpZAJAkAA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"For further assistance with your ticket purchase, contact a Mercury Lounge representative at info@mercuryloungenyc.com",,,,"15.0","15.0","15.0","USD","2024-10-18 22:00:00.000","24","2024-09-24 16:00:00.000","2024-10-19 00:00:00.000","2024-10-16"
"17GZvOG6227TegY","KovZ917AtJx","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","494",,"Box Office is open Monday through Friday, 11 am to 4 pm. On show days, hours will vary. The Box Office is located at Empire Live (93 N Pearl St in Albany) the door is on the left.","Cash and Major Credit Cards",,"35.0","35.0","35.0","USD","2024-10-18 22:30:00.000","84","2024-07-26 14:00:00.000","2024-10-18 20:30:00.000","2024-10-16"
"vvG1VZb8VAb0m6","KovZpZAEkvlA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(954) 449-1025","Tuesday: 11am-6pm Friday: 11am-6pm Show Days: 4pm-9pm","Cash, Visa, MasterCard and American Express","Will Call is located at the front entrance and will call hours vary (will call opens the same time as event doors open). Customer must present credit card used for the purchase, photo I.D., and Ticketmaster account confirmation number.","30.5","30.5","30.5","USD","2024-10-18 23:00:00.000","63","2024-08-16 14:00:00.000","2024-10-19 01:00:00.000","2024-10-16"
"k7vGFb3lFng8H","KovZpZAF6knA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ",,"(518) 487-2000","Box Office is located on the Market Street side of the venue. Hours Monday-Friday 10AM - 4PM Saturday - Sunday: Ticketed event days only The Box Office will be open later and on weekends beginning at 2pm if there is a ticketed event. Change of standard hours will be posted on our Facebook page. We recommend checking there first before heading here.","Cash, Visa, MC, AMEX & Discover. No Checks accepted at Box Office","Will Call is located at main Box Office. Customers can pick up any time/day prior to event","35.0","150.0","92.5","USD","2024-10-18 23:30:00.000","35","2024-09-13 14:00:00.000","2024-10-19 01:30:00.000","2024-10-16"
"vv178ZbaGkl7qdZM","KovZpZAEAIlA","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","675","To contact the House of Blues, please call (312) 923-2000.","Located in the lobby, walk-up sales available 10:00am to 10:00pm everyday.","The Box Office accepts Cash, Visa, MasterCard, American Express, and Discover Card.","Will Call tickets can only be picked up by the cardholder. Customer must present the actual credit card used to purchase the tickets, a valid picture ID and the confirmation number given at time of purchase.","25.0","25.0","25.0","USD","2024-10-18 23:30:00.000","154","2024-05-17 15:00:00.000","2024-10-18 23:30:00.000","2024-10-16"
"G5eVZbaURbVFG","KovZpaFEre","KZFzniwnSyZfZ7v7nJ","KnvZfZ7vAv1","KZazBEonSMnZfZ7vaa1","KZAyXgnZfZ7v7nI","KZFzBErXgnZfZ7v7lJ","653","(980) 266-6460 Main number","The box office at The Fillmore Charlotte is open on-day-of-show only, approximately two hours before doors open. If you'd like to purchase tickets, please visit us at www.livenation.com.","Cash, Visa, Mastercard, Discover, & American Express","Located at the Box Office. Tickets can be picked up after they have been verified by Ticketmaster. PLEASE BRING A PICTURE ID, THE ACTUAL CREDIT CARD USED TO PURCHASE THE TICKETS, AND YOUR ORDER NUMBER.","26.0","26.0","26.0","USD","2024-10-19 00:00:00.000","154","2024-05-17 16:00:00.000","2024-10-19 02:00:00.000","2024-10-16"
